municipalidad,anio_semestre,tipo_compra,monto_neto_clp,n_items,n_ordenes
Providencia,2023-1,convenio_marco,503808212,28,22
Providencia,2023-1,licitacion,9727805867,685,412
Providencia,2023-1,trato_directo,798580556,250,223
Providencia,2023-2,compra_agil,261837767,1445,349
Providencia,2023-2,convenio_marco,392168077,41,28
Providencia,2023-2,licitacion,8943138912,1077,468
Providencia,2023-2,trato_directo,845482194,238,208
Providencia,2024-1,compra_agil,280931389,1341,395
Providencia,2024-1,convenio_marco,505008715,30,18
Providencia,2024-1,licitacion,12239529893,916,446
Providencia,2024-1,trato_directo,1242351824,343,278
Providencia,2024-2,compra_agil,431776126,3021,424
Providencia,2024-2,convenio_marco,166222284,28,20
Providencia,2024-2,licitacion,10392229579,775,477
Providencia,2024-2,trato_directo,662567798,218,207
Providencia,2025-1,compra_agil,623200320,2613,465
Providencia,2025-1,convenio_marco,530584987,28,20
Providencia,2025-1,licitacion,17613681072,642,345
Providencia,2025-1,trato_directo,1591117693,271,212
Providencia,2025-2,compra_agil,1316467617,4901,500
Providencia,2025-2,convenio_marco,194633667,24,19
Providencia,2025-2,licitacion,46504926668,538,334
Providencia,2025-2,trato_directo,239570828,117,109
Pudahuel,2015-1,convenio_marco,686375825,677,344
Pudahuel,2015-1,licitacion,820775464,599,193
Pudahuel,2015-1,trato_directo,281445361,936,583
Pudahuel,2015-2,convenio_marco,1347526415,1852,622
Pudahuel,2015-2,licitacion,1921042371,537,255
Pudahuel,2015-2,trato_directo,676270538,954,669
Pudahuel,2016-1,convenio_marco,837113842,1094,453
Pudahuel,2016-1,licitacion,1045400818,153,140
Pudahuel,2016-1,trato_directo,307732620,1168,684
Pudahuel,2016-2,convenio_marco,1536051917,1175,588
Pudahuel,2016-2,licitacion,1076701320,99,94
Pudahuel,2016-2,trato_directo,430908472,1409,697
Pudahuel,2017-1,convenio_marco,1001590995,1492,536
Pudahuel,2017-1,licitacion,507337856,71,64
Pudahuel,2017-1,trato_directo,240472064,917,453
Pudahuel,2017-2,convenio_marco,1612331914,1619,731
Pudahuel,2017-2,licitacion,279031903,37,37
Pudahuel,2017-2,trato_directo,348829717,741,249
Pudahuel,2018-1,convenio_marco,1163003605,1541,528
Pudahuel,2018-1,licitacion,286581177,33,32
Pudahuel,2018-1,trato_directo,345429740,410,140
Pudahuel,2018-2,convenio_marco,1702746730,1506,621
Pudahuel,2018-2,licitacion,341434851,51,44
Pudahuel,2018-2,trato_directo,206044165,317,82
Pudahuel,2019-1,convenio_marco,1675094685,1513,437
Pudahuel,2019-1,licitacion,359335523,28,26
Pudahuel,2019-1,trato_directo,151610616,707,120
Pudahuel,2019-2,convenio_marco,1652758510,1266,500
Pudahuel,2019-2,licitacion,2815848473,130,48
Pudahuel,2019-2,trato_directo,331088651,638,154
Pudahuel,2020-1,convenio_marco,665852762,716,177
Pudahuel,2020-1,licitacion,477149978,193,28
Pudahuel,2020-1,trato_directo,894551973,151,68
Pudahuel,2020-2,compra_agil,3135819,45,10
Pudahuel,2020-2,convenio_marco,741095544,877,208
Pudahuel,2020-2,licitacion,174382202,39,15
Pudahuel,2020-2,trato_directo,2205777916,223,103
Pudahuel,2021-1,compra_agil,180734591,5226,64
Pudahuel,2021-1,convenio_marco,511021419,174,80
Pudahuel,2021-1,licitacion,13267789762,277,55
Pudahuel,2021-1,trato_directo,241536664,137,55
Pudahuel,2021-2,compra_agil,400805730,11259,294
Pudahuel,2021-2,convenio_marco,1178162842,102,42
Pudahuel,2021-2,licitacion,1382876755,140,72
Pudahuel,2021-2,trato_directo,475100806,121,61
Pudahuel,2022-1,compra_agil,297806227,6845,206
Pudahuel,2022-1,convenio_marco,388605193,64,42
Pudahuel,2022-1,licitacion,770236956,71,56
Pudahuel,2022-1,trato_directo,1147744470,119,53
Pudahuel,2022-2,convenio_marco,506384907,85,39
Pudahuel,2022-2,licitacion,1313107244,142,58
Pudahuel,2022-2,trato_directo,674109051,42,38
Pudahuel,2023-1,compra_agil,152247468,541,229
Pudahuel,2023-1,convenio_marco,1456532649,111,40
Pudahuel,2023-1,licitacion,2444280375,138,70
Pudahuel,2023-1,trato_directo,1922570390,47,28
Pudahuel,2023-2,compra_agil,240529488,1169,378
Pudahuel,2023-2,convenio_marco,813093823,87,38
Pudahuel,2023-2,licitacion,2298546863,190,100
Pudahuel,2023-2,trato_directo,1499089858,127,110
Pudahuel,2024-1,compra_agil,232955544,807,301
Pudahuel,2024-1,convenio_marco,733717360,188,53
Pudahuel,2024-1,licitacion,4952459057,167,97
Pudahuel,2024-1,trato_directo,776823433,136,110
Pudahuel,2024-2,compra_agil,438166163,1028,537
Pudahuel,2024-2,convenio_marco,1578108075,103,46
Pudahuel,2024-2,licitacion,7164111664,184,140
Pudahuel,2024-2,trato_directo,421524064,82,72
Pudahuel,2025-1,compra_agil,536762463,550,331
Pudahuel,2025-1,convenio_marco,1281674979,81,45
Pudahuel,2025-1,licitacion,7768196886,88,74
Pudahuel,2025-1,trato_directo,182554244,28,26
Pudahuel,2025-2,compra_agil,763896279,805,512
Pudahuel,2025-2,convenio_marco,701755405,50,21
Pudahuel,2025-2,licitacion,4939218019,117,96
Pudahuel,2025-2,trato_directo,64459261,15,14
Quilicura,2015-1,convenio_marco,1016070068,2597,555
Quilicura,2015-1,licitacion,1900391060,1632,768
Quilicura,2015-1,trato_directo,532805442,247,186
Quilicura,2015-2,convenio_marco,1387242481,3358,724
Quilicura,2015-2,licitacion,969239648,1422,777
Quilicura,2015-2,trato_directo,265608607,324,210
Quilicura,2016-1,convenio_marco,1673192775,4024,699
Quilicura,2016-1,licitacion,693227005,882,493
Quilicura,2016-1,trato_directo,447451012,387,152
Quilicura,2016-2,convenio_marco,1972258108,3293,798
Quilicura,2016-2,licitacion,398199761,668,392
Quilicura,2016-2,trato_directo,407225726,452,200
Quilicura,2017-1,convenio_marco,1442996275,3780,820
Quilicura,2017-1,licitacion,683693553,842,472
Quilicura,2017-1,trato_directo,314386803,228,159
Quilicura,2017-2,convenio_marco,1623134620,3704,805
Quilicura,2017-2,licitacion,582232996,848,614
Quilicura,2017-2,trato_directo,249873067,138,123
Quilicura,2018-1,convenio_marco,1161387059,2646,659
Quilicura,2018-1,licitacion,877928068,1061,685
Quilicura,2018-1,trato_directo,247366150,117,114
Quilicura,2018-2,convenio_marco,1475830769,4339,1030
Quilicura,2018-2,licitacion,923113786,901,610
Quilicura,2018-2,trato_directo,257171794,229,222
Quilicura,2019-1,convenio_marco,1028175977,3619,885
Quilicura,2019-1,licitacion,722281241,862,580
Quilicura,2019-1,trato_directo,299312229,212,165
Quilicura,2019-2,convenio_marco,2070397533,5312,1404
Quilicura,2019-2,licitacion,660144309,845,519
Quilicura,2019-2,trato_directo,363741630,292,278
Quilicura,2020-1,compra_agil,10474493,19,16
Quilicura,2020-1,convenio_marco,843914007,2964,488
Quilicura,2020-1,licitacion,608947989,653,284
Quilicura,2020-1,trato_directo,1045913722,571,345
Quilicura,2020-2,compra_agil,137397963,271,234
Quilicura,2020-2,convenio_marco,1390860162,2282,622
Quilicura,2020-2,licitacion,1077578167,1241,397
Quilicura,2020-2,trato_directo,922605619,469,351
Quilicura,2021-1,compra_agil,214474235,689,308
Quilicura,2021-1,convenio_marco,621850878,316,142
Quilicura,2021-1,licitacion,816883652,608,205
Quilicura,2021-1,trato_directo,905434416,497,347
Quilicura,2021-2,compra_agil,546191689,1656,844
Quilicura,2021-2,convenio_marco,611713648,666,179
Quilicura,2021-2,licitacion,1760966886,3467,452
Quilicura,2021-2,trato_directo,224659301,114,87
Quilicura,2022-1,compra_agil,549549930,3000,737
Quilicura,2022-1,convenio_marco,676585117,232,93
Quilicura,2022-1,licitacion,15152210214,539,120
Quilicura,2022-1,trato_directo,201178437,34,31
Quilicura,2022-2,convenio_marco,1387568572,352,139
Quilicura,2022-2,licitacion,1828783300,539,249
Quilicura,2022-2,trato_directo,1159888560,107,107
Quilicura,2023-1,compra_agil,1127276184,1579,1464
Quilicura,2023-1,convenio_marco,1087893183,221,85
Quilicura,2023-1,licitacion,6032812972,839,273
Quilicura,2023-1,trato_directo,1039152854,57,52
Quilicura,2023-2,compra_agil,907431258,1339,1167
Quilicura,2023-2,convenio_marco,1023315376,318,86
Quilicura,2023-2,licitacion,3382805924,1059,401
Quilicura,2023-2,trato_directo,549828177,64,61
Quilicura,2024-1,compra_agil,778067003,1004,929
Quilicura,2024-1,convenio_marco,1631155979,368,109
Quilicura,2024-1,licitacion,8047310664,847,289
Quilicura,2024-1,trato_directo,890067894,108,102
Quilicura,2024-2,compra_agil,1163612006,1400,1375
Quilicura,2024-2,convenio_marco,1287385385,467,107
Quilicura,2024-2,licitacion,6390600356,788,327
Quilicura,2024-2,trato_directo,997344954,80,79
Quilicura,2025-1,compra_agil,1159995350,568,557
Quilicura,2025-1,convenio_marco,1237286460,229,65
Quilicura,2025-1,licitacion,8015701531,569,190
Quilicura,2025-1,trato_directo,217466732,31,31
Quilicura,2025-2,compra_agil,1013280617,492,492
Quilicura,2025-2,convenio_marco,769215756,298,60
Quilicura,2025-2,licitacion,11630743286,563,179
Quilicura,2025-2,trato_directo,239710205,21,16
Quinta Normal,2015-1,convenio_marco,68297960,411,169
Quinta Normal,2015-1,licitacion,219942904,1019,230
Quinta Normal,2015-1,trato_directo,35860525,280,132
Quinta Normal,2015-2,convenio_marco,148078776,281,196
Quinta Normal,2015-2,licitacion,181422829,1021,214
Quinta Normal,2015-2,trato_directo,37766126,326,149
Quinta Normal,2016-1,convenio_marco,174078794,911,333
Quinta Normal,2016-1,licitacion,229543246,802,200
Quinta Normal,2016-1,trato_directo,37736989,147,84
Quinta Normal,2016-2,convenio_marco,303366302,1351,401
Quinta Normal,2016-2,licitacion,531213297,233,128
Quinta Normal,2016-2,trato_directo,32066209,241,99
Quinta Normal,2017-1,convenio_marco,314122257,1643,431
Quinta Normal,2017-1,licitacion,318739664,301,64
Quinta Normal,2017-1,trato_directo,21068349,160,71
Quinta Normal,2017-2,convenio_marco,254714211,1829,446
Quinta Normal,2017-2,licitacion,2826268492,303,82
Quinta Normal,2017-2,trato_directo,82106602,308,123
Quinta Normal,2018-1,convenio_marco,212546971,1343,383
Quinta Normal,2018-1,licitacion,1630132834,210,58
Quinta Normal,2018-1,trato_directo,31659802,282,117
Quinta Normal,2018-2,convenio_marco,263260128,1473,330
Quinta Normal,2018-2,licitacion,633243530,280,70
Quinta Normal,2018-2,trato_directo,75491598,397,155
Quinta Normal,2019-1,convenio_marco,408163769,933,282
Quinta Normal,2019-1,licitacion,2286716032,216,62
Quinta Normal,2019-1,trato_directo,49003380,314,156
Quinta Normal,2019-2,convenio_marco,223181347,1060,300
Quinta Normal,2019-2,licitacion,287013411,239,61
Quinta Normal,2019-2,trato_directo,252188011,344,181
Quinta Normal,2020-1,compra_agil,3811224,5,5
Quinta Normal,2020-1,convenio_marco,327017394,365,121
Quinta Normal,2020-1,licitacion,1661868273,118,32
Quinta Normal,2020-1,trato_directo,714565901,226,153
Quinta Normal,2020-2,compra_agil,48521957,488,50
Quinta Normal,2020-2,convenio_marco,371310319,643,201
Quinta Normal,2020-2,licitacion,535104605,52,36
Quinta Normal,2020-2,trato_directo,805609293,323,177
Quinta Normal,2021-1,compra_agil,73084021,657,92
Quinta Normal,2021-1,convenio_marco,184744994,223,57
Quinta Normal,2021-1,licitacion,606313531,140,43
Quinta Normal,2021-1,trato_directo,96086407,271,176
Quinta Normal,2021-2,compra_agil,177893052,1699,202
Quinta Normal,2021-2,convenio_marco,330615288,387,70
Quinta Normal,2021-2,licitacion,1956609316,60,33
Quinta Normal,2021-2,trato_directo,533834681,493,223
Quinta Normal,2022-1,compra_agil,101100803,738,144
Quinta Normal,2022-1,convenio_marco,120926364,84,26
Quinta Normal,2022-1,licitacion,990986061,142,51
Quinta Normal,2022-1,trato_directo,96737244,310,147
Quinta Normal,2022-2,convenio_marco,268378282,174,43
Quinta Normal,2022-2,licitacion,1208267205,228,77
Quinta Normal,2022-2,trato_directo,154854624,592,206
Quinta Normal,2023-1,compra_agil,237074812,3004,216
Quinta Normal,2023-1,convenio_marco,170908609,57,28
Quinta Normal,2023-1,licitacion,821351759,106,55
Quinta Normal,2023-1,trato_directo,148573116,366,176
Quinta Normal,2023-2,compra_agil,293090459,3754,264
Quinta Normal,2023-2,convenio_marco,310141396,155,44
Quinta Normal,2023-2,licitacion,1810878071,198,91
Quinta Normal,2023-2,trato_directo,466980660,664,374
Quinta Normal,2024-1,compra_agil,288086452,2280,259
Quinta Normal,2024-1,convenio_marco,282558243,113,33
Quinta Normal,2024-1,licitacion,2360656123,147,106
Quinta Normal,2024-1,trato_directo,480165276,562,340
Quinta Normal,2024-2,compra_agil,354111772,3324,290
Quinta Normal,2024-2,convenio_marco,361516262,199,42
Quinta Normal,2024-2,licitacion,4970268140,179,139
Quinta Normal,2024-2,trato_directo,533910902,548,318
Quinta Normal,2025-1,compra_agil,801112918,2309,602
Quinta Normal,2025-1,convenio_marco,368994429,206,39
Quinta Normal,2025-1,licitacion,4076089053,59,59
Quinta Normal,2025-1,trato_directo,258641667,137,73
Quinta Normal,2025-2,compra_agil,1574663042,14883,496
Quinta Normal,2025-2,convenio_marco,297159594,101,26
Quinta Normal,2025-2,licitacion,5217697704,59,58
Quinta Normal,2025-2,trato_directo,151978543,440,274
Recoleta,2015-1,convenio_marco,1002499901,2978,912
Recoleta,2015-1,licitacion,510372381,1107,468
Recoleta,2015-1,trato_directo,698345868,216,142
Recoleta,2015-2,convenio_marco,591362251,2817,783
Recoleta,2015-2,licitacion,394244701,811,417
Recoleta,2015-2,trato_directo,273699572,277,178
Recoleta,2016-1,convenio_marco,609322860,2750,752
Recoleta,2016-1,licitacion,470122466,725,347
Recoleta,2016-1,trato_directo,1260838248,575,176
Recoleta,2016-2,convenio_marco,641787669,2399,776
Recoleta,2016-2,licitacion,519178210,673,349
Recoleta,2016-2,trato_directo,589276591,419,145
Recoleta,2017-1,convenio_marco,462085224,1987,727
Recoleta,2017-1,licitacion,453202430,726,288
Recoleta,2017-1,trato_directo,828424584,475,141
Recoleta,2017-2,convenio_marco,1140166755,6390,1304
Recoleta,2017-2,licitacion,287944246,444,234
Recoleta,2017-2,trato_directo,297265721,522,169
Recoleta,2018-1,convenio_marco,1595661944,5753,1356
Recoleta,2018-1,licitacion,465825718,416,232
Recoleta,2018-1,trato_directo,413870026,644,175
Recoleta,2018-2,convenio_marco,1664085131,4564,1591
Recoleta,2018-2,licitacion,4569948410,435,213
Recoleta,2018-2,trato_directo,585398169,915,245
Recoleta,2019-1,convenio_marco,890267251,4109,1048
Recoleta,2019-1,licitacion,1204201962,488,224
Recoleta,2019-1,trato_directo,458807446,962,205
Recoleta,2019-2,convenio_marco,750378298,3368,1075
Recoleta,2019-2,licitacion,424226291,836,305
Recoleta,2019-2,trato_directo,638414546,457,154
Recoleta,2020-1,compra_agil,19512996,53,30
Recoleta,2020-1,convenio_marco,347955310,1435,384
Recoleta,2020-1,licitacion,643843777,480,210
Recoleta,2020-1,trato_directo,1448783532,658,244
Recoleta,2020-2,compra_agil,243822009,1285,417
Recoleta,2020-2,convenio_marco,1080063343,896,435
Recoleta,2020-2,licitacion,2390781277,269,148
Recoleta,2020-2,trato_directo,776000406,897,269
Recoleta,2021-1,compra_agil,260641784,1729,495
Recoleta,2021-1,convenio_marco,282488148,345,158
Recoleta,2021-1,licitacion,2030232494,163,115
Recoleta,2021-1,trato_directo,320557982,1158,238
Recoleta,2021-2,compra_agil,632256697,4740,990
Recoleta,2021-2,convenio_marco,604552677,387,187
Recoleta,2021-2,licitacion,696879397,280,142
Recoleta,2021-2,trato_directo,493759365,597,174
Recoleta,2022-1,compra_agil,887510644,8772,1004
Recoleta,2022-1,convenio_marco,509481501,388,117
Recoleta,2022-1,licitacion,915462630,296,137
Recoleta,2022-1,trato_directo,691975758,87,66
Recoleta,2022-2,convenio_marco,848348645,402,163
Recoleta,2022-2,licitacion,3579338413,650,248
Recoleta,2022-2,trato_directo,1450408598,155,114
Recoleta,2023-1,compra_agil,910998194,2703,1267
Recoleta,2023-1,convenio_marco,494529075,317,97
Recoleta,2023-1,licitacion,5684045601,659,297
Recoleta,2023-1,trato_directo,509185835,104,72
Recoleta,2023-2,compra_agil,1110212812,5206,1453
Recoleta,2023-2,convenio_marco,476329569,382,88
Recoleta,2023-2,licitacion,5086828768,956,418
Recoleta,2023-2,trato_directo,1131370147,238,159
Recoleta,2024-1,compra_agil,852566506,5627,973
Recoleta,2024-1,convenio_marco,655906395,406,84
Recoleta,2024-1,licitacion,7593082426,1131,436
Recoleta,2024-1,trato_directo,664394514,167,101
Recoleta,2024-2,compra_agil,742934609,3499,923
Recoleta,2024-2,convenio_marco,474613990,426,82
Recoleta,2024-2,licitacion,7144466940,971,445
Recoleta,2024-2,trato_directo,1678847395,73,57
Recoleta,2025-1,compra_agil,1379168215,3460,716
Recoleta,2025-1,convenio_marco,354157142,414,70
Recoleta,2025-1,licitacion,10055237218,513,254
Recoleta,2025-1,trato_directo,860086647,33,31
Recoleta,2025-2,compra_agil,1674364237,8592,930
Recoleta,2025-2,convenio_marco,386081691,291,57
Recoleta,2025-2,licitacion,38351934903,476,230
Recoleta,2025-2,trato_directo,951683481,15,15
Renca,2015-1,convenio_marco,174746109,348,117
Renca,2015-1,licitacion,4200681251,326,235
Renca,2015-1,trato_directo,296877580,27,27
Renca,2015-2,convenio_marco,197676459,703,158
Renca,2015-2,licitacion,2306813078,246,184
Renca,2015-2,trato_directo,129885826,20,20
Renca,2016-1,convenio_marco,187385104,526,149
Renca,2016-1,licitacion,3253818529,227,178
Renca,2016-1,trato_directo,160219370,16,16
Renca,2016-2,convenio_marco,264591394,900,175
Renca,2016-2,licitacion,2350235155,282,234
Renca,2016-2,trato_directo,225718194,23,23
Renca,2017-1,convenio_marco,470034928,838,264
Renca,2017-1,licitacion,3042970502,168,152
Renca,2017-1,trato_directo,583012402,32,32
Renca,2017-2,convenio_marco,794307571,1269,499
Renca,2017-2,licitacion,5901518927,312,243
Renca,2017-2,trato_directo,262779289,40,39
Renca,2018-1,convenio_marco,656678150,1313,599
Renca,2018-1,licitacion,6414292825,196,154
Renca,2018-1,trato_directo,934927815,37,36
Renca,2018-2,convenio_marco,823534361,1515,760
Renca,2018-2,licitacion,1893637668,253,203
Renca,2018-2,trato_directo,99831170,50,42
Renca,2019-1,convenio_marco,653038643,1436,619
Renca,2019-1,licitacion,7986729372,160,124
Renca,2019-1,trato_directo,300605938,52,51
Renca,2019-2,convenio_marco,1163266641,1651,829
Renca,2019-2,licitacion,4083072279,196,171
Renca,2019-2,trato_directo,157110133,82,80
Renca,2020-1,compra_agil,744236,2,1
Renca,2020-1,convenio_marco,569352376,657,332
Renca,2020-1,licitacion,7134229238,123,109
Renca,2020-1,trato_directo,453369464,85,79
Renca,2020-2,compra_agil,7294485,34,14
Renca,2020-2,convenio_marco,584781959,803,333
Renca,2020-2,licitacion,1874291760,97,79
Renca,2020-2,trato_directo,1359778110,69,65
Renca,2021-1,compra_agil,45051996,158,59
Renca,2021-1,convenio_marco,581838197,210,144
Renca,2021-1,licitacion,6858327457,142,125
Renca,2021-1,trato_directo,519049540,76,57
Renca,2021-2,compra_agil,128309231,779,167
Renca,2021-2,convenio_marco,562179082,129,59
Renca,2021-2,licitacion,1879989638,111,110
Renca,2021-2,trato_directo,161319910,63,42
Renca,2022-1,compra_agil,134279727,1028,139
Renca,2022-1,convenio_marco,215396048,82,37
Renca,2022-1,licitacion,6959532138,120,116
Renca,2022-1,trato_directo,236798813,67,48
Renca,2022-2,convenio_marco,382506413,139,54
Renca,2022-2,licitacion,3892906548,172,123
Renca,2022-2,trato_directo,1539723575,136,59
Renca,2023-1,compra_agil,248207419,5211,146
Renca,2023-1,convenio_marco,311861044,172,57
Renca,2023-1,licitacion,17241730270,208,145
Renca,2023-1,trato_directo,487110575,172,60
Renca,2023-2,compra_agil,228980526,4845,174
Renca,2023-2,convenio_marco,313386711,115,44
Renca,2023-2,licitacion,11686728237,322,156
Renca,2023-2,trato_directo,882684436,83,38
Renca,2024-1,compra_agil,284961794,2885,223
Renca,2024-1,convenio_marco,461110338,185,70
Renca,2024-1,licitacion,6841074682,365,187
Renca,2024-1,trato_directo,607550388,104,57
Renca,2024-2,compra_agil,287037428,2826,248
Renca,2024-2,convenio_marco,505745233,144,65
Renca,2024-2,licitacion,14894209334,705,208
Renca,2024-2,trato_directo,878893390,77,56
Renca,2025-1,compra_agil,1006668594,5630,327
Renca,2025-1,convenio_marco,252362628,132,40
Renca,2025-1,licitacion,9286925419,205,117
Renca,2025-1,trato_directo,364267980,16,16
Renca,2025-2,compra_agil,903776746,5092,334
Renca,2025-2,convenio_marco,383986963,158,28
Renca,2025-2,licitacion,5930016331,457,123
Renca,2025-2,trato_directo,32005628,5,5
San Joaquín,2015-1,convenio_marco,128669732,1049,210
San Joaquín,2015-1,licitacion,1491661197,772,88
San Joaquín,2015-1,trato_directo,76616511,232,83
San Joaquín,2015-2,convenio_marco,249601024,870,273
San Joaquín,2015-2,licitacion,1186749700,321,84
San Joaquín,2015-2,trato_directo,108640334,160,81
San Joaquín,2016-1,convenio_marco,487803184,1123,410
San Joaquín,2016-1,licitacion,240721313,384,57
San Joaquín,2016-1,trato_directo,326125635,210,78
San Joaquín,2016-2,convenio_marco,361840480,932,358
San Joaquín,2016-2,licitacion,3082767169,317,103
San Joaquín,2016-2,trato_directo,186683702,144,84
San Joaquín,2017-1,convenio_marco,240483287,880,280
San Joaquín,2017-1,licitacion,731103955,154,50
San Joaquín,2017-1,trato_directo,63661046,61,50
San Joaquín,2017-2,convenio_marco,238816479,985,407
San Joaquín,2017-2,licitacion,935014228,301,56
San Joaquín,2017-2,trato_directo,17480567,95,52
San Joaquín,2018-1,convenio_marco,247898802,952,391
San Joaquín,2018-1,licitacion,672981734,173,56
San Joaquín,2018-1,trato_directo,28735209,73,36
San Joaquín,2018-2,convenio_marco,452098149,1151,471
San Joaquín,2018-2,licitacion,1036625016,400,84
San Joaquín,2018-2,trato_directo,40731424,116,61
San Joaquín,2019-1,convenio_marco,530594874,888,413
San Joaquín,2019-1,licitacion,2526107973,121,49
San Joaquín,2019-1,trato_directo,132893619,169,63
San Joaquín,2019-2,convenio_marco,490996453,747,396
San Joaquín,2019-2,licitacion,901352548,472,109
San Joaquín,2019-2,trato_directo,59249180,295,60
San Joaquín,2020-1,convenio_marco,541387294,458,240
San Joaquín,2020-1,licitacion,299342528,47,29
San Joaquín,2020-1,trato_directo,334195355,171,104
San Joaquín,2020-2,convenio_marco,588610938,561,220
San Joaquín,2020-2,licitacion,1119286875,74,29
San Joaquín,2020-2,trato_directo,785759963,359,133
San Joaquín,2021-1,compra_agil,40781611,805,37
San Joaquín,2021-1,convenio_marco,431347418,233,114
San Joaquín,2021-1,licitacion,1190647542,236,45
San Joaquín,2021-1,trato_directo,174133708,251,114
San Joaquín,2021-2,compra_agil,343201943,3949,378
San Joaquín,2021-2,convenio_marco,541378245,167,64
San Joaquín,2021-2,licitacion,901255413,63,43
San Joaquín,2021-2,trato_directo,90343043,32,28
San Joaquín,2022-1,compra_agil,311084965,3281,329
San Joaquín,2022-1,convenio_marco,116171120,42,26
San Joaquín,2022-1,licitacion,1493030288,289,59
San Joaquín,2022-1,trato_directo,291312265,41,37
San Joaquín,2022-2,convenio_marco,140963291,104,29
San Joaquín,2022-2,licitacion,676774336,206,76
San Joaquín,2022-2,trato_directo,151650267,40,34
San Joaquín,2023-1,compra_agil,387930519,3925,363
San Joaquín,2023-1,convenio_marco,400911224,139,43
San Joaquín,2023-1,licitacion,982988846,420,76
San Joaquín,2023-1,trato_directo,104922299,38,33
San Joaquín,2023-2,compra_agil,432814002,3443,417
San Joaquín,2023-2,convenio_marco,168707157,121,35
San Joaquín,2023-2,licitacion,2022088836,376,109
San Joaquín,2023-2,trato_directo,2178633386,78,56
San Joaquín,2024-1,compra_agil,484318617,4186,380
San Joaquín,2024-1,convenio_marco,457935008,146,36
San Joaquín,2024-1,licitacion,5865480177,574,129
San Joaquín,2024-1,trato_directo,3654682879,59,51
San Joaquín,2024-2,compra_agil,309016797,2273,297
San Joaquín,2024-2,convenio_marco,158375083,125,26
San Joaquín,2024-2,licitacion,2400742673,223,106
San Joaquín,2024-2,trato_directo,313900786,51,36
San Joaquín,2025-1,compra_agil,1061030208,5974,282
San Joaquín,2025-1,convenio_marco,493572735,134,44
San Joaquín,2025-1,licitacion,1670752730,150,47
San Joaquín,2025-1,trato_directo,1246961714,14,14
San Joaquín,2025-2,compra_agil,403320101,4047,256
San Joaquín,2025-2,convenio_marco,53189628,33,13
San Joaquín,2025-2,licitacion,401223563,47,25
San Joaquín,2025-2,trato_directo,22191623,7,7
San Miguel,2015-1,convenio_marco,76139602,448,139
San Miguel,2015-1,licitacion,518261553,1060,183
San Miguel,2015-1,trato_directo,68954734,448,117
San Miguel,2015-2,convenio_marco,104085193,480,197
San Miguel,2015-2,licitacion,286832333,646,192
San Miguel,2015-2,trato_directo,50265255,1015,166
San Miguel,2016-1,convenio_marco,180572832,673,238
San Miguel,2016-1,licitacion,193070120,942,207
San Miguel,2016-1,trato_directo,252483231,992,177
San Miguel,2016-2,convenio_marco,224713111,664,223
San Miguel,2016-2,licitacion,782457756,691,207
San Miguel,2016-2,trato_directo,460096674,771,160
San Miguel,2017-1,convenio_marco,193869496,663,255
San Miguel,2017-1,licitacion,444506109,828,168
San Miguel,2017-1,trato_directo,207052098,646,135
San Miguel,2017-2,convenio_marco,508709445,531,210
San Miguel,2017-2,licitacion,475420264,1311,212
San Miguel,2017-2,trato_directo,148569899,1105,197
San Miguel,2018-1,convenio_marco,214318824,582,211
San Miguel,2018-1,licitacion,925740672,549,182
San Miguel,2018-1,trato_directo,41803465,527,116
San Miguel,2018-2,convenio_marco,309085282,590,274
San Miguel,2018-2,licitacion,453551827,684,189
San Miguel,2018-2,trato_directo,91274201,890,192
San Miguel,2019-1,convenio_marco,280162576,528,253
San Miguel,2019-1,licitacion,4088460772,621,202
San Miguel,2019-1,trato_directo,85955721,909,174
San Miguel,2019-2,convenio_marco,270495721,510,285
San Miguel,2019-2,licitacion,750625191,752,204
San Miguel,2019-2,trato_directo,109075396,1117,193
San Miguel,2020-1,compra_agil,1502877,10,5
San Miguel,2020-1,convenio_marco,274055679,214,101
San Miguel,2020-1,licitacion,4465550503,205,102
San Miguel,2020-1,trato_directo,170121867,465,95
San Miguel,2020-2,compra_agil,112718807,1436,142
San Miguel,2020-2,convenio_marco,535440666,471,151
San Miguel,2020-2,licitacion,350003321,270,93
San Miguel,2020-2,trato_directo,104355418,199,45
San Miguel,2021-1,compra_agil,123971217,943,174
San Miguel,2021-1,convenio_marco,63723751,32,25
San Miguel,2021-1,licitacion,624582475,174,86
San Miguel,2021-1,trato_directo,98130903,65,24
San Miguel,2021-2,compra_agil,189488809,1336,259
San Miguel,2021-2,convenio_marco,133003086,52,26
San Miguel,2021-2,licitacion,906530291,199,75
San Miguel,2021-2,trato_directo,68776694,47,20
San Miguel,2022-1,compra_agil,102061422,758,169
San Miguel,2022-1,convenio_marco,15030386,8,6
San Miguel,2022-1,licitacion,1026287909,69,38
San Miguel,2022-1,trato_directo,55137820,20,9
San Miguel,2022-2,convenio_marco,142449359,8,6
San Miguel,2022-2,licitacion,2616895803,198,70
San Miguel,2022-2,trato_directo,78272132,22,14
San Miguel,2023-1,compra_agil,757901860,23198,333
San Miguel,2023-1,convenio_marco,98476234,19,11
San Miguel,2023-1,licitacion,1704640871,178,66
San Miguel,2023-1,trato_directo,1070649981,24,19
San Miguel,2023-2,compra_agil,865009503,23766,360
San Miguel,2023-2,convenio_marco,164664058,27,15
